id,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,previous,y
1528,28,technician,married,secondary,no,232,yes,yes,cellular,72,1,failure,no
1529,33,admin.,divorced,secondary,no,-417,no,no,cellular,337,1,failure,no
1530,51,services,single,secondary,no,516,yes,no,cellular,370,1,failure,no
1531,46,technician,married,unknown,no,3308,no,no,cellular,171,1,success,yes
1532,31,admin.,divorced,secondary,no,2980,no,no,cellular,930,4,other,no
1533,55,admin.,married,secondary,no,602,no,no,cellular,350,1,success,yes
1534,57,services,divorced,secondary,no,4664,no,no,cellular,22,4,failure,no
1535,56,blue-collar,married,secondary,no,471,yes,no,cellular,104,1,failure,no
1536,30,management,single,tertiary,no,1243,yes,no,telephone,86,1,failure,no
1537,56,blue-collar,married,primary,no,828,yes,no,cellular,214,1,failure,no
1538,44,management,divorced,tertiary,no,7541,yes,no,telephone,55,2,other,no
1539,29,technician,married,secondary,no,23,yes,no,cellular,163,1,failure,yes
1540,47,entrepreneur,married,unknown,no,676,yes,yes,cellular,204,2,failure,no
1541,50,technician,divorced,secondary,no,116,yes,no,cellular,40,2,other,no
1542,38,technician,married,secondary,no,0,yes,yes,cellular,193,2,other,no
1543,37,unemployed,single,tertiary,no,953,yes,no,cellular,102,1,failure,no
1544,30,blue-collar,married,primary,no,201,yes,no,cellular,219,1,failure,yes
1545,19,student,single,primary,no,608,no,no,cellular,236,1,success,yes
1546,38,management,single,tertiary,no,493,yes,no,cellular,553,1,failure,no
1547,36,technician,single,secondary,no,7503,yes,no,telephone,193,1,failure,no
1548,47,technician,married,secondary,no,1465,yes,no,cellular,26,1,failure,no
1549,30,management,single,tertiary,no,2344,yes,no,cellular,316,2,failure,no
1550,52,admin.,divorced,secondary,no,363,yes,no,cellular,168,1,success,yes
1551,36,self-employed,married,secondary,no,1245,yes,no,cellular,8,7,success,no
1552,26,blue-collar,married,primary,no,104,yes,no,cellular,230,6,other,no
1553,31,entrepreneur,single,secondary,no,0,yes,no,cellular,56,1,failure,no
1554,37,blue-collar,single,secondary,no,690,yes,no,cellular,105,1,failure,no
1555,39,unemployed,married,tertiary,no,201,no,no,cellular,699,1,failure,yes
1556,28,technician,single,unknown,no,0,yes,no,cellular,183,1,success,no
1557,37,technician,single,tertiary,no,1894,yes,no,cellular,1925,1,other,no
1558,58,admin.,married,primary,no,1119,no,no,cellular,122,4,failure,no
1559,57,management,married,tertiary,no,779,yes,no,cellular,282,1,failure,no
1560,38,admin.,single,secondary,no,3049,yes,yes,cellular,225,1,failure,no
1561,44,management,single,secondary,no,-228,yes,yes,cellular,38,1,failure,no
1562,45,admin.,married,secondary,no,14,no,yes,cellular,8,9,failure,no
1563,42,unknown,single,unknown,no,942,no,no,cellular,245,1,success,yes
1564,40,management,married,secondary,no,408,yes,no,cellular,80,1,failure,no
1565,35,unemployed,married,secondary,no,978,no,no,cellular,660,2,success,yes
1566,31,technician,single,secondary,no,1186,yes,no,cellular,174,1,failure,no
1567,37,management,married,tertiary,no,3794,no,no,cellular,147,1,failure,no
1568,26,management,single,tertiary,no,222,no,no,cellular,247,1,success,yes
1569,65,retired,divorced,primary,no,1840,no,no,cellular,191,2,failure,no
1570,33,unemployed,single,secondary,no,2066,no,yes,cellular,305,1,failure,yes
1571,54,entrepreneur,divorced,unknown,no,4736,yes,no,telephone,475,6,failure,yes
1572,45,management,married,tertiary,no,4119,yes,yes,telephone,473,2,success,yes
1573,33,management,divorced,tertiary,no,312,yes,yes,cellular,23,1,failure,no
1574,44,management,divorced,tertiary,no,388,yes,no,telephone,246,2,success,no
1575,55,retired,married,secondary,no,1,yes,no,telephone,79,2,other,no
1576,52,technician,married,secondary,no,279,no,yes,cellular,72,1,failure,no
1577,65,retired,married,tertiary,no,1973,no,no,telephone,121,1,success,no
1578,35,blue-collar,married,secondary,no,205,yes,yes,cellular,1313,7,failure,yes
1579,29,management,single,tertiary,no,1351,no,no,cellular,228,1,failure,no
1580,43,services,married,primary,no,2557,yes,no,telephone,166,3,success,yes
1581,26,student,single,secondary,no,620,no,no,cellular,76,1,success,no
1582,35,technician,single,secondary,no,204,yes,no,cellular,110,3,success,no
1583,34,unemployed,married,secondary,no,438,yes,yes,cellular,272,1,failure,no
1584,36,blue-collar,married,primary,no,441,yes,no,cellular,100,4,failure,no
1585,32,management,single,secondary,no,1088,yes,no,cellular,317,1,success,yes
1586,32,blue-collar,single,secondary,no,53,yes,no,cellular,276,1,failure,no
1587,31,admin.,single,secondary,no,554,yes,no,cellular,80,1,failure,no
1588,34,blue-collar,married,secondary,no,467,yes,no,cellular,195,2,failure,no
1589,41,management,married,tertiary,no,20,yes,no,cellular,99,1,failure,no
1590,58,self-employed,married,primary,no,1013,yes,no,cellular,206,1,failure,yes
1591,51,technician,married,tertiary,no,825,no,no,cellular,977,3,unknown,yes
1592,32,technician,single,tertiary,no,1246,yes,no,cellular,68,1,success,no
1593,42,unemployed,married,primary,yes,-581,yes,no,cellular,224,1,failure,no
1594,41,technician,single,secondary,no,200,yes,no,cellular,353,6,failure,no
1595,45,blue-collar,single,primary,no,116,yes,no,cellular,16,5,failure,no
1596,39,technician,married,tertiary,no,108,no,no,cellular,589,3,other,no
1597,44,blue-collar,married,primary,no,103,yes,no,cellular,79,1,failure,no
1598,45,management,divorced,tertiary,no,2096,no,no,cellular,127,1,failure,no
1599,36,blue-collar,married,primary,no,453,yes,no,cellular,176,1,failure,no
1600,46,blue-collar,married,primary,no,512,no,no,telephone,32,1,failure,no
1601,32,self-employed,married,secondary,no,409,no,no,cellular,115,2,success,yes
1602,32,technician,single,tertiary,no,696,no,yes,cellular,270,2,failure,no
1603,32,management,single,tertiary,no,312,no,no,cellular,208,2,success,yes
1604,30,management,single,tertiary,no,572,no,no,cellular,339,3,success,yes
1605,40,technician,married,secondary,no,694,yes,no,cellular,97,4,failure,no
1606,53,blue-collar,married,primary,no,238,yes,no,cellular,238,2,failure,no
1607,34,management,married,tertiary,no,0,yes,no,cellular,262,1,success,yes
1608,58,blue-collar,married,primary,no,630,yes,no,cellular,59,1,failure,no
1609,30,services,single,secondary,no,0,yes,no,cellular,131,6,failure,no
1610,44,unemployed,married,secondary,no,0,yes,no,cellular,58,1,failure,no
1611,28,self-employed,single,tertiary,no,805,no,no,cellular,69,1,success,no
1612,28,unemployed,single,tertiary,no,1010,yes,no,cellular,911,1,failure,no
1613,58,entrepreneur,married,tertiary,no,0,yes,yes,cellular,304,2,failure,no
1614,27,admin.,single,tertiary,no,313,no,yes,cellular,167,1,success,no
1615,39,services,married,secondary,no,104,yes,no,cellular,116,2,failure,no
1616,37,admin.,single,secondary,no,0,yes,yes,cellular,144,2,failure,no
1617,40,management,single,tertiary,no,2258,yes,no,cellular,115,3,failure,no
1618,60,retired,married,tertiary,no,3461,no,no,cellular,94,2,failure,no
1619,31,management,married,tertiary,no,1331,no,no,cellular,182,2,success,yes
1620,44,unemployed,married,secondary,no,0,yes,no,cellular,699,1,failure,yes
1621,39,management,single,tertiary,no,-145,yes,no,cellular,268,2,failure,no
1622,35,services,married,secondary,no,1659,yes,no,cellular,149,3,failure,no
1623,33,blue-collar,single,secondary,no,1925,yes,no,cellular,87,2,failure,no
1624,38,services,married,secondary,no,4017,no,no,cellular,470,1,success,yes
1625,54,self-employed,married,secondary,no,641,yes,no,cellular,472,1,failure,no
1626,35,blue-collar,married,secondary,no,5304,yes,no,cellular,340,1,failure,no
1627,51,technician,married,tertiary,no,1347,yes,yes,cellular,160,1,failure,yes
1628,46,unknown,married,tertiary,no,8564,no,no,cellular,397,2,failure,no
1629,67,retired,divorced,secondary,no,704,no,no,cellular,613,1,success,yes
1630,46,admin.,single,secondary,no,1693,yes,no,cellular,137,1,success,no
1631,35,management,married,tertiary,no,2374,yes,yes,cellular,174,2,other,no
1632,57,management,married,tertiary,no,830,yes,yes,cellular,662,1,success,yes
1633,74,retired,married,secondary,no,935,no,no,cellular,226,1,failure,yes
1634,46,blue-collar,married,secondary,no,6879,no,no,cellular,74,2,failure,no
1635,34,management,single,tertiary,no,4782,yes,no,cellular,160,1,failure,no
1636,38,blue-collar,single,secondary,no,0,no,no,cellular,240,1,success,no
1637,23,student,single,secondary,no,794,no,no,cellular,607,3,other,yes
1638,60,management,married,tertiary,no,553,yes,no,cellular,343,1,success,no
1639,37,technician,married,secondary,no,7957,no,no,cellular,706,1,failure,no
1640,37,blue-collar,married,primary,no,250,yes,no,cellular,239,3,failure,no
1641,28,self-employed,single,tertiary,no,159,no,no,cellular,449,2,success,yes
1642,46,technician,married,secondary,no,6993,yes,no,cellular,326,3,success,no
1643,30,management,single,tertiary,no,2,no,no,cellular,102,1,failure,no
1644,35,self-employed,single,tertiary,no,5462,no,no,cellular,188,1,success,yes
1645,37,admin.,divorced,secondary,no,246,yes,no,cellular,288,1,failure,no
1646,54,management,married,unknown,no,831,yes,yes,telephone,208,3,failure,no
1647,45,blue-collar,married,secondary,no,-73,yes,no,cellular,551,3,failure,no
1648,37,management,single,tertiary,no,146,yes,no,cellular,135,1,failure,no
1649,37,services,married,secondary,no,4760,yes,no,cellular,182,2,failure,no
1650,50,blue-collar,married,primary,no,2590,yes,no,telephone,281,2,failure,no
1651,33,blue-collar,single,primary,no,-104,yes,no,cellular,34,10,other,no
1652,34,technician,single,tertiary,no,2481,no,no,cellular,220,16,other,no
1653,35,technician,single,secondary,no,1227,no,no,cellular,593,4,other,yes
1654,36,services,divorced,tertiary,no,162,yes,no,cellular,69,1,other,no
1655,44,technician,married,secondary,no,78,yes,no,cellular,122,1,failure,no
1656,39,services,married,unknown,no,10189,yes,no,cellular,186,2,failure,no
1657,43,services,single,secondary,no,518,yes,no,cellular,295,1,failure,no
1658,35,management,single,tertiary,no,1891,yes,no,cellular,188,3,failure,no
1659,33,management,married,tertiary,no,287,yes,no,cellular,199,2,other,no
1660,39,management,single,tertiary,no,0,yes,no,cellular,561,4,failure,no
1661,56,management,married,primary,no,870,no,no,cellular,220,1,success,yes
1662,35,student,single,tertiary,no,873,yes,no,cellular,197,1,failure,no
1663,45,management,married,tertiary,no,273,yes,no,cellular,163,1,failure,no
1664,37,technician,single,secondary,no,-272,no,yes,cellular,104,3,failure,no
1665,39,technician,married,secondary,no,133,yes,no,cellular,84,4,other,no
1666,32,management,single,tertiary,no,156,yes,no,cellular,82,2,failure,no
1667,31,management,single,tertiary,no,319,yes,no,cellular,302,2,failure,no
1668,30,management,married,secondary,no,-559,yes,yes,cellular,531,1,failure,no
1669,27,blue-collar,single,secondary,yes,81,no,yes,cellular,123,2,success,no
1670,47,management,married,tertiary,no,4693,no,yes,cellular,89,1,success,yes
1671,53,retired,married,secondary,no,4968,no,no,cellular,109,1,failure,no
1672,30,technician,single,secondary,no,601,no,no,cellular,80,3,failure,no
1673,35,services,divorced,secondary,no,78,yes,no,telephone,630,3,failure,no
1674,56,admin.,single,secondary,no,1854,yes,no,telephone,45,1,failure,no
1675,35,blue-collar,married,secondary,no,2926,yes,no,cellular,182,1,failure,no
1676,39,services,married,secondary,no,18,yes,yes,cellular,155,1,failure,no
1677,32,admin.,single,secondary,no,3950,yes,no,cellular,232,1,success,no
1678,30,management,single,tertiary,no,502,no,no,cellular,463,3,success,yes
1679,45,technician,married,tertiary,no,115,no,no,cellular,147,1,other,no
1680,35,student,married,tertiary,no,387,yes,no,cellular,1024,3,failure,yes
1681,48,management,married,tertiary,no,2351,no,no,cellular,150,1,success,yes
1682,24,student,single,secondary,no,867,no,no,cellular,135,7,other,no
1683,27,admin.,married,secondary,no,-401,yes,yes,cellular,205,3,failure,no
1684,33,blue-collar,married,secondary,no,249,yes,no,cellular,7,7,failure,no
1685,34,technician,single,tertiary,no,2658,yes,no,cellular,265,1,failure,no
1686,44,technician,divorced,secondary,no,14,no,no,cellular,167,1,success,yes
1687,40,technician,married,secondary,no,7313,yes,no,cellular,241,2,failure,no
1688,39,admin.,married,secondary,no,2319,no,no,cellular,48,1,failure,no
1689,37,services,single,secondary,no,1045,no,no,cellular,106,1,success,no
1690,55,retired,divorced,secondary,no,13,yes,no,cellular,190,1,failure,no
1691,38,management,single,tertiary,no,8669,yes,no,telephone,5,3,failure,no
1692,46,self-employed,divorced,tertiary,no,926,yes,no,cellular,463,1,failure,no
1693,29,management,married,tertiary,no,451,no,no,cellular,54,1,failure,no
1694,60,self-employed,married,secondary,no,18,yes,yes,cellular,399,4,other,no
1695,32,admin.,married,secondary,no,752,yes,no,cellular,519,2,failure,yes
1696,36,services,married,secondary,no,456,yes,yes,cellular,294,1,failure,no
1697,40,management,single,tertiary,no,3797,no,no,cellular,263,1,failure,no
1698,27,blue-collar,single,primary,no,409,yes,no,cellular,276,4,success,no
1699,46,blue-collar,married,primary,no,85,yes,no,cellular,70,1,failure,no
1700,31,blue-collar,married,primary,no,99,yes,no,cellular,193,2,other,no
1701,35,blue-collar,married,primary,no,0,yes,no,cellular,265,1,failure,no
1702,24,student,single,unknown,no,782,no,no,cellular,12,7,other,no
1703,26,blue-collar,single,secondary,no,-350,yes,no,cellular,80,3,failure,no
1704,49,management,married,tertiary,no,1533,no,no,cellular,324,1,failure,no
1705,29,entrepreneur,single,tertiary,no,135,yes,no,cellular,245,1,failure,no
1706,40,technician,married,tertiary,no,99,no,no,cellular,220,2,failure,no
1707,36,services,single,secondary,no,511,yes,yes,cellular,706,1,failure,no
1708,39,management,single,tertiary,no,93,yes,yes,cellular,196,2,failure,no
1709,60,management,married,tertiary,no,261,yes,yes,cellular,128,1,failure,no
1710,36,management,single,tertiary,no,671,yes,no,cellular,161,1,failure,no
1711,60,retired,married,unknown,no,209,no,no,cellular,391,3,failure,yes
1712,46,services,divorced,secondary,no,-179,no,no,cellular,151,1,failure,no
1713,39,blue-collar,single,tertiary,no,172,yes,no,cellular,248,1,success,no
1714,30,services,single,secondary,no,193,yes,no,cellular,326,1,failure,no
1715,30,services,married,secondary,no,586,yes,no,cellular,148,6,failure,no
1716,43,unemployed,married,tertiary,no,0,no,no,cellular,745,1,failure,yes
1717,67,retired,married,unknown,no,696,no,no,telephone,119,1,failure,no
1718,77,retired,married,primary,no,2590,no,no,telephone,112,5,success,no
1719,29,self-employed,single,tertiary,no,270,yes,no,cellular,94,5,failure,no
1720,54,entrepreneur,married,tertiary,no,1129,no,yes,cellular,242,1,failure,no
1721,31,services,single,unknown,no,347,yes,no,cellular,254,3,failure,no
1722,43,services,divorced,unknown,no,-291,yes,no,cellular,277,1,failure,no
1723,35,blue-collar,married,secondary,no,293,yes,no,cellular,1017,1,other,yes
1724,51,management,single,tertiary,no,297,yes,no,cellular,415,4,failure,yes
1725,51,entrepreneur,married,tertiary,no,209,no,no,cellular,130,1,failure,no
1726,58,management,married,tertiary,no,1907,no,no,cellular,258,2,other,no
1727,52,unemployed,married,secondary,no,1416,no,no,cellular,218,3,success,yes
1728,65,retired,married,primary,no,493,no,no,cellular,348,1,failure,no
1729,75,blue-collar,married,secondary,no,6053,no,no,cellular,865,2,failure,no
1730,45,management,divorced,tertiary,no,-90,yes,no,cellular,128,1,failure,no
1731,36,technician,married,secondary,no,-179,yes,no,cellular,476,2,failure,no
1732,33,services,single,secondary,no,406,yes,no,cellular,61,1,failure,no
1733,52,technician,married,unknown,no,425,yes,no,cellular,219,2,failure,no
1734,53,self-employed,married,secondary,no,248,no,yes,cellular,99,1,failure,no
1735,32,management,single,secondary,no,453,yes,no,cellular,544,1,failure,no
1736,49,admin.,married,secondary,no,197,yes,no,cellular,125,1,success,no
1737,83,retired,married,primary,no,425,no,no,telephone,883,1,failure,yes
1738,36,management,single,tertiary,no,1531,yes,no,cellular,81,3,failure,no
1739,30,technician,married,secondary,no,-910,yes,no,cellular,124,2,failure,no
1740,39,admin.,married,secondary,no,607,yes,no,cellular,454,2,failure,yes
1741,35,technician,single,tertiary,no,7546,yes,no,cellular,137,1,failure,no
1742,82,retired,married,primary,no,243,no,no,cellular,275,1,success,yes
1743,60,retired,divorced,tertiary,no,381,yes,no,cellular,208,2,failure,no
1744,36,technician,married,tertiary,no,911,yes,yes,cellular,117,2,failure,yes
1745,34,services,married,secondary,no,1337,no,no,cellular,255,2,success,yes
1746,40,blue-collar,married,secondary,no,6767,yes,no,cellular,431,1,failure,no
1747,30,management,married,unknown,no,385,no,no,cellular,56,2,other,no
1748,62,management,married,secondary,no,1128,no,no,cellular,236,1,other,yes
1749,35,admin.,married,secondary,no,1345,yes,no,cellular,163,1,failure,no
1750,30,management,married,tertiary,no,314,no,no,cellular,364,2,success,no
1751,44,technician,divorced,secondary,no,314,yes,no,unknown,18,1,success,no
1752,31,blue-collar,married,secondary,no,658,yes,yes,cellular,268,1,failure,no
1753,37,blue-collar,single,secondary,no,111,yes,no,cellular,60,2,failure,no
1754,35,admin.,single,secondary,no,303,no,no,cellular,173,2,other,yes
1755,24,student,single,primary,no,1235,no,no,cellular,334,4,other,yes
1756,50,housemaid,married,secondary,no,388,no,no,cellular,173,2,failure,yes
1757,35,services,married,secondary,no,0,yes,no,cellular,343,3,failure,no
1758,27,technician,single,secondary,no,643,no,no,telephone,301,1,success,yes
1759,36,admin.,married,tertiary,no,0,no,no,cellular,106,1,other,no
1760,43,blue-collar,married,secondary,no,597,yes,no,cellular,87,1,failure,no
1761,52,management,married,tertiary,no,751,no,no,cellular,165,4,failure,no
1762,52,technician,married,tertiary,no,0,no,no,cellular,467,3,failure,yes
1763,44,services,divorced,tertiary,no,2279,no,yes,cellular,105,1,failure,no
1764,33,blue-collar,married,primary,no,3512,yes,no,cellular,251,1,failure,no
1765,64,self-employed,married,tertiary,no,661,no,no,cellular,367,2,failure,yes
1766,27,blue-collar,married,secondary,no,245,yes,no,cellular,7,7,failure,no
1767,33,self-employed,married,tertiary,no,210,yes,no,cellular,84,1,failure,no
1768,41,management,married,tertiary,no,30,yes,no,cellular,101,4,failure,no
1769,40,management,single,tertiary,no,0,yes,no,cellular,79,2,success,no
1770,35,unemployed,single,secondary,no,9,yes,no,cellular,84,2,failure,no
1771,36,management,married,tertiary,no,1257,no,no,cellular,108,9,other,no
1772,29,management,single,unknown,no,560,no,no,cellular,212,1,success,no
1773,77,retired,married,primary,no,2223,no,no,telephone,365,2,success,no
1774,68,retired,married,secondary,no,1146,no,no,cellular,153,2,success,yes
1775,29,admin.,single,tertiary,no,200,yes,no,cellular,195,1,other,no
1776,37,blue-collar,divorced,secondary,no,-59,yes,no,cellular,169,1,failure,no
1777,57,retired,married,unknown,no,230,no,no,cellular,177,2,failure,yes
1778,35,management,married,tertiary,no,2161,no,no,cellular,139,2,success,yes
1779,50,management,married,tertiary,no,-470,yes,no,cellular,506,2,failure,no
1780,41,management,married,tertiary,no,27696,no,no,cellular,147,2,failure,yes
1781,25,management,single,tertiary,no,2305,no,no,cellular,222,2,failure,no
1782,48,admin.,single,secondary,no,1544,yes,no,telephone,263,1,failure,yes
1783,41,blue-collar,married,secondary,no,271,yes,no,cellular,148,2,failure,no
1784,58,technician,married,unknown,no,1617,yes,no,cellular,109,4,failure,no
1785,35,blue-collar,single,secondary,no,142,yes,no,cellular,266,2,failure,no
1786,33,management,single,tertiary,no,5145,yes,no,cellular,338,1,other,no
1787,29,management,single,secondary,no,966,no,no,cellular,1185,1,other,no
1788,28,blue-collar,single,secondary,no,5,yes,no,cellular,178,2,failure,no
1789,37,blue-collar,single,secondary,no,2390,yes,no,cellular,20,2,failure,no
1790,80,retired,married,primary,no,155,no,no,telephone,290,1,success,yes
1791,29,admin.,single,secondary,no,305,yes,no,cellular,18,4,failure,no
1792,37,services,married,secondary,no,981,no,no,cellular,682,2,success,yes
1793,33,blue-collar,single,tertiary,no,700,no,no,cellular,169,1,success,yes
1794,35,technician,single,tertiary,no,670,no,no,cellular,278,4,success,yes
1795,49,blue-collar,divorced,primary,no,0,yes,no,cellular,305,1,failure,no
1796,58,technician,married,secondary,no,950,yes,no,cellular,49,1,failure,no
1797,49,services,married,secondary,no,271,yes,yes,cellular,541,2,other,no
1798,37,blue-collar,married,secondary,no,-129,yes,no,cellular,123,4,other,no
1799,29,blue-collar,divorced,unknown,no,101,yes,no,cellular,295,2,failure,no
1800,34,technician,single,tertiary,no,2047,yes,no,cellular,72,2,failure,no
1801,57,technician,married,primary,no,1276,yes,no,cellular,44,1,failure,no
1802,37,technician,single,tertiary,no,6101,no,no,cellular,60,5,success,no
1803,54,services,divorced,secondary,no,0,no,no,cellular,174,1,success,yes
1804,35,services,married,secondary,no,372,yes,no,cellular,202,2,failure,no
1805,31,management,married,tertiary,no,491,yes,no,cellular,15,1,other,no
1806,51,services,married,tertiary,no,218,yes,no,cellular,154,3,failure,no
1807,31,entrepreneur,married,primary,no,-98,yes,no,cellular,9,3,failure,no
1808,40,blue-collar,married,secondary,no,195,yes,no,cellular,99,5,other,no
1809,39,services,single,secondary,no,158,yes,no,cellular,183,1,failure,no
1810,32,technician,married,tertiary,no,903,yes,no,cellular,181,1,other,no
1811,23,unemployed,single,secondary,no,-503,yes,no,cellular,92,1,other,no
1812,44,unemployed,married,secondary,no,0,no,no,cellular,398,2,failure,no
1813,34,technician,married,secondary,no,384,yes,no,cellular,127,2,other,no
1814,60,retired,divorced,tertiary,no,979,yes,no,cellular,295,3,failure,yes
1815,30,management,single,tertiary,no,0,yes,no,cellular,381,1,failure,no
1816,44,blue-collar,married,primary,no,953,yes,no,cellular,772,2,failure,no
1817,33,services,divorced,secondary,no,1156,yes,no,cellular,612,1,failure,no
1818,36,blue-collar,married,secondary,no,0,yes,no,cellular,254,2,other,no
1819,30,admin.,single,secondary,no,1450,yes,no,cellular,298,1,failure,no
1820,44,services,single,secondary,no,532,yes,no,cellular,550,2,failure,no
1821,35,blue-collar,divorced,secondary,no,286,yes,no,cellular,158,1,other,no
1822,61,admin.,married,secondary,no,1541,no,no,cellular,59,1,failure,no
1823,49,entrepreneur,married,tertiary,no,4976,yes,no,cellular,36,9,failure,no
1824,36,admin.,divorced,secondary,no,356,yes,no,cellular,244,3,failure,no
1825,46,blue-collar,single,secondary,no,-100,yes,no,cellular,445,2,failure,no
1826,34,technician,married,secondary,no,133,no,no,cellular,171,2,success,yes
1827,36,admin.,married,secondary,no,953,yes,no,cellular,80,1,failure,no
1828,79,retired,married,secondary,no,909,no,no,cellular,114,1,other,no
1829,32,self-employed,married,tertiary,no,322,yes,no,cellular,192,2,failure,no
1830,46,management,married,tertiary,no,-319,yes,no,cellular,80,1,failure,no
1831,48,unemployed,married,secondary,no,926,no,no,cellular,504,2,success,yes
1832,52,technician,married,secondary,no,0,yes,no,cellular,144,1,failure,no
1833,25,student,single,secondary,no,486,no,no,cellular,273,3,failure,yes
1834,30,self-employed,single,tertiary,no,655,no,no,cellular,272,4,success,yes
1835,37,management,married,tertiary,no,789,yes,yes,cellular,93,1,other,no
1836,48,blue-collar,married,primary,no,108,yes,no,telephone,74,5,other,no
1837,37,blue-collar,married,secondary,no,982,yes,no,cellular,127,1,failure,no
1838,29,entrepreneur,single,tertiary,no,219,yes,no,cellular,76,2,failure,no
1839,39,services,single,secondary,no,91,no,no,cellular,213,1,success,yes
1840,48,blue-collar,married,secondary,no,1730,yes,no,cellular,489,1,failure,yes
1841,41,management,married,tertiary,no,666,yes,no,cellular,106,3,failure,no
1842,30,management,single,tertiary,no,0,yes,no,cellular,293,2,failure,no
1843,57,admin.,married,primary,no,202,yes,no,cellular,207,1,failure,no
1844,41,admin.,single,secondary,no,-109,yes,yes,cellular,1038,1,failure,yes
1845,28,technician,single,tertiary,no,372,yes,yes,cellular,201,3,success,no
1846,38,blue-collar,married,secondary,no,121,yes,yes,cellular,168,1,failure,no
1847,37,management,married,tertiary,no,596,yes,no,cellular,281,1,failure,no
1848,56,services,married,secondary,no,4763,yes,no,telephone,233,4,failure,no
1849,61,retired,married,secondary,no,523,no,no,cellular,211,3,success,yes
1850,28,admin.,married,secondary,no,242,yes,no,unknown,47,1,failure,no
1851,67,retired,married,primary,no,585,no,no,cellular,164,1,failure,no
1852,21,student,single,secondary,no,215,no,no,cellular,382,1,success,yes
1853,31,admin.,divorced,secondary,no,360,no,no,cellular,332,1,other,no
1854,40,technician,married,secondary,no,0,yes,yes,cellular,105,2,failure,no
1855,47,management,single,tertiary,no,6651,no,no,cellular,229,1,failure,yes
1856,34,blue-collar,divorced,secondary,no,-131,yes,no,cellular,132,1,failure,no
1857,40,admin.,married,tertiary,no,1108,no,no,cellular,228,1,failure,no
1858,83,retired,married,tertiary,no,6236,no,no,cellular,766,1,failure,no
1859,34,management,married,tertiary,no,436,yes,no,cellular,28,1,failure,no
1860,38,technician,single,tertiary,no,744,yes,no,cellular,283,1,other,no
1861,34,management,married,tertiary,no,158,no,no,cellular,278,2,failure,yes
1862,49,management,married,tertiary,no,1,no,no,telephone,1076,3,success,yes
1863,60,management,married,tertiary,no,1574,no,no,cellular,189,2,failure,no
1864,33,blue-collar,married,secondary,no,358,no,no,cellular,231,1,failure,no
1865,31,management,married,tertiary,no,10884,no,no,cellular,294,3,success,yes
1866,37,blue-collar,married,secondary,no,539,yes,yes,cellular,147,3,failure,no
1867,33,blue-collar,single,tertiary,no,700,no,no,cellular,126,1,success,yes
1868,35,admin.,married,tertiary,no,957,yes,no,cellular,263,4,failure,no
1869,48,unemployed,married,secondary,no,817,no,no,cellular,517,1,success,yes
1870,31,management,single,secondary,no,1090,yes,no,cellular,50,1,failure,no
1871,40,services,divorced,secondary,no,1062,yes,no,cellular,389,2,failure,no
1872,29,admin.,married,tertiary,no,167,yes,yes,cellular,357,2,failure,no
1873,31,technician,single,tertiary,no,438,yes,no,cellular,165,1,failure,no
1874,47,blue-collar,married,secondary,no,1230,yes,no,cellular,412,1,success,yes
1875,41,blue-collar,married,secondary,no,1245,yes,no,cellular,123,1,failure,no
1876,53,blue-collar,married,secondary,no,21522,no,no,cellular,83,3,failure,no
1877,56,management,married,tertiary,no,73,yes,no,cellular,122,1,failure,no
1878,33,student,married,secondary,no,1536,no,no,cellular,262,1,success,yes
1879,23,services,single,secondary,no,870,no,no,cellular,296,1,success,yes
1880,42,blue-collar,married,secondary,yes,-204,yes,no,cellular,34,1,failure,no
1881,58,services,married,secondary,no,1301,yes,no,cellular,261,1,failure,no
1882,52,admin.,married,secondary,no,722,no,no,cellular,99,2,failure,no
1883,42,management,married,tertiary,no,3718,yes,no,cellular,42,1,failure,no
1884,55,unemployed,divorced,secondary,no,309,no,no,cellular,467,2,success,yes
1885,31,blue-collar,married,secondary,no,295,yes,yes,cellular,193,3,other,no
1886,34,blue-collar,married,secondary,no,10,yes,yes,cellular,196,2,failure,no
1887,51,management,single,tertiary,no,0,yes,no,telephone,121,1,failure,no
1888,63,management,married,tertiary,no,2785,no,no,cellular,341,2,success,yes
1889,43,technician,married,tertiary,no,1201,yes,yes,cellular,82,1,failure,no
1890,43,management,married,tertiary,no,489,yes,no,cellular,130,1,other,no
1891,56,management,single,unknown,no,111,no,no,cellular,79,1,failure,no
1892,29,services,single,secondary,no,-79,yes,yes,cellular,16,4,other,no
1893,53,admin.,married,primary,no,0,yes,no,cellular,86,1,failure,no
1894,45,services,divorced,secondary,no,396,yes,yes,cellular,251,4,failure,no
1895,39,self-employed,married,tertiary,no,1492,yes,no,cellular,227,1,failure,no
1896,35,blue-collar,married,primary,no,2490,yes,no,cellular,170,1,failure,no
1897,29,admin.,single,secondary,no,25,yes,no,cellular,244,1,failure,no
1898,23,student,single,secondary,no,922,no,no,cellular,538,2,failure,yes
1899,52,retired,married,secondary,no,5423,no,yes,cellular,93,1,failure,no
1900,41,blue-collar,married,secondary,no,580,yes,no,cellular,874,1,failure,yes
1901,80,retired,married,secondary,no,668,no,no,telephone,250,1,success,yes
1902,64,retired,married,secondary,no,1612,no,no,cellular,336,1,failure,yes
1903,27,admin.,married,secondary,no,1595,no,no,cellular,196,2,success,yes
